7.904442399740219116e-02,5.962343886494636536e-02,-2.081337124109268188e-01,-2.002723217010498047e-01,7.902985066175460815e-02,-1.772522367537021637e-02,-3.205402940511703491e-02,5.190864205360412598e-02,-2.899437248706817627e-01,-1.422751694917678833e-01,9.092801809310913086e-02,-9.735818207263946533e-02,-2.145850062370300293e-01,8.247935026884078979e-02,3.324376642704010010e-01,-2.623229324817657471e-01,-6.402237713336944580e-02,-1.275149583816528320e-01,-2.141827046871185303e-01,-1.461920440196990967e-01,3.193356394767761230e-01,-1.306332051753997803e-01,5.120579898357391357e-02,-1.213090568780899048e-01,1.248130425810813904e-01,-9.891245514154434204e-03,1.927144378423690796e-01,-3.924086391925811768e-01,1.125399321317672729e-01,-1.486462540924549103e-02,-2.593347132205963135e-01,1.769994348287582397e-01
2.169971764087677002e-01,-1.251329779624938965e-01,-2.467253655195236206e-01,-1.712108552455902100e-01,7.496186345815658569e-02,-1.278846804052591324e-02,-2.543484419584274292e-02,-1.370708346366882324e-01,-2.206327170133590698e-01,-1.720448881387710571e-01,-5.600879341363906860e-02,-7.980786263942718506e-02,-1.699647456407546997e-01,-2.190256565809249878e-01,2.877807617187500000e-01,-2.180307060480117798e-01,-1.123019680380821228e-01,-1.683756113052368164e-01,-2.682063281536102295e-01,-2.074225395917892456e-01,2.543889582157135010e-01,-3.417245671153068542e-02,1.972790434956550598e-02,3.563547506928443909e-02,9.402705729007720947e-02,-2.697236090898513794e-02,1.590648442506790161e-01,-4.156646430492401123e-01,-1.692396402359008789e-02,-1.187771409749984741e-01,-2.141620218753814697e-01,-1.883632689714431763e-01
2.392556816339492798e-01,-1.211337596178054810e-01,-1.994953006505966187e-01,-1.874029636383056641e-01,8.756282739341259003e-03,-1.282604783773422241e-01,-5.241946876049041748e-02,-5.757530778646469116e-02,-2.787799239158630371e-01,-2.356057316064834595e-01,3.684563562273979187e-02,-1.920665502548217773e-01,-2.155633121728897095e-01,-5.713142082095146179e-02,3.060728311538696289e-01,-1.964237242937088013e-01,-8.700560033321380615e-02,-1.560955941677093506e-01,-2.811004221439361572e-01,-2.517235577106475830e-01,1.064969971776008606e-01,-1.991127878427505493e-01,1.420081704854965210e-01,5.447375774383544922e-02,1.663623154163360596e-01,-4.465072229504585266e-02,3.701163828372955322e-02,-3.618401288986206055e-01,-7.484223693609237671e-02,2.513731084764003754e-02,-2.226849049329757690e-01,-1.042865291237831116e-01
1.216866225004196167e-01,-1.866149455308914185e-01,-3.068083524703979492e-01,-3.357789218425750732e-01,1.496696770191192627e-01,1.612497270107269287e-01,-2.331858873367309570e-01,1.717805713415145874e-01,-1.944151967763900757e-01,-2.432413995265960693e-01,-1.910495012998580933e-01,1.745585203170776367e-01,-2.552911341190338135e-01,-1.152731701731681824e-01,-2.638567388057708740e-01,-4.464399814605712891e-02,1.216891482472419739e-01,-3.954114019870758057e-02,-1.630085408687591553e-01,-2.991108410060405731e-02,1.392365694046020508e-01,-5.611125007271766663e-02,1.326329410076141357e-01,-1.131732836365699768e-01,-7.923237234354019165e-02,4.855497926473617554e-02,1.184718310832977295e-01,3.819771483540534973e-02,-1.897662878036499023e-01,-3.296747505664825439e-01,-1.002165228128433228e-01,-1.467965096235275269e-01
2.272909730672836304e-01,-9.004312753677368164e-02,-2.328332513570785522e-01,-2.310737669467926025e-01,1.303983572870492935e-02,-1.153369992971420288e-01,-4.398560523986816406e-02,-5.343129858374595642e-02,-2.803308367729187012e-01,-2.743040323257446289e-01,8.346659131348133087e-03,-1.773183345794677734e-01,-1.803298592567443848e-01,-1.514109130948781967e-02,2.858900725841522217e-01,-2.040897160768508911e-01,-9.434551745653152466e-02,-1.399431675672531128e-01,-3.126321434974670410e-01,-2.267108112573623657e-01,1.073097586631774902e-01,-1.281174272298812866e-01,1.645063906908035278e-01,1.116618588566780090e-01,1.339276582002639771e-01,-7.737375050783157349e-02,1.120607834309339523e-02,-3.507124483585357666e-01,-6.749793887138366699e-02,6.517178565263748169e-02,-2.246338278055191040e-01,-1.466121375560760498e-01
2.757870554924011230e-01,-3.300104737281799316e-01,-5.221877247095108032e-02,1.241648849099874496e-02,2.280878424644470215e-01,-2.004905641078948975e-01,-3.229395449161529541e-01,-1.926568448543548584e-01,-1.820185929536819458e-01,-2.371300905942916870e-01,2.058517374098300934e-02,1.673072725534439087e-01,-1.615615487098693848e-01,-1.977036148309707642e-01,1.426628232002258301e-01,-7.491578161716461182e-02,2.026822417974472046e-01,-1.347783803939819336e-01,-1.649556308984756470e-01,-1.654679179191589355e-01,-8.266069740056991577e-02,-1.934103369712829590e-01,9.885944426059722900e-02,8.935258537530899048e-02,-1.042777597904205322e-01,-1.210385337471961975e-01,-3.448003157973289490e-02,-3.061216771602630615e-01,-3.256705775856971741e-02,-1.963717639446258545e-01,-1.333995610475540161e-01,-1.261801719665527344e-01
-4.185732454061508179e-02,-1.357817053794860840e-01,-4.464377462863922119e-02,-3.967574238777160645e-01,-1.361019350588321686e-02,1.076281443238258362e-01,3.475044667720794678e-02,-1.026212126016616821e-01,-4.456956982612609863e-01,-1.739068031311035156e-01,-7.673332095146179199e-02,1.837776973843574524e-02,-1.655920296907424927e-01,-8.446177467703819275e-03,2.071731239557266235e-01,-1.759093254804611206e-01,3.999415785074234009e-02,-1.634205281734466553e-01,-1.692493259906768799e-01,3.165243268013000488e-01,1.769554764032363892e-01,-1.801799833774566650e-01,-1.408721227198839188e-02,-8.257198333740234375e-02,9.709709882736206055e-02,-1.703365445137023926e-01,3.173099458217620850e-01,-1.112466752529144287e-01,2.126583158969879150e-01,-3.805144503712654114e-02,-1.098748110234737396e-02,-1.849158853292465210e-01
2.805049717426300049e-01,-2.520363926887512207e-01,-1.418888568878173828e-01,-2.862659841775894165e-02,1.859230250120162964e-01,-2.391115725040435791e-01,-1.332832723855972290e-01,-1.142640486359596252e-01,-2.966879010200500488e-01,-3.367086946964263916e-01,6.011582911014556885e-03,2.701280638575553894e-02,-2.488384246826171875e-01,-7.137875258922576904e-02,2.262935042381286621e-01,-1.967692673206329346e-01,9.032867848873138428e-02,-3.131572902202606201e-01,-2.613591253757476807e-01,-1.950457394123077393e-01,1.698904037475585938e-01,-1.600086390972137451e-01,-3.618777170777320862e-02,6.821221858263015747e-02,1.649055443704128265e-02,-3.287788853049278259e-02,-3.499094769358634949e-02,-2.165023237466812134e-01,-6.747486069798469543e-03,-1.767362207174301147e-01,-3.745726495981216431e-02,5.864340346306562424e-03
2.375063151121139526e-01,-1.210915744304656982e-01,-1.973791420459747314e-01,-1.870062947273254395e-01,8.232947438955307007e-03,-1.301503032445907593e-01,-5.083517357707023621e-02,-5.988819897174835205e-02,-2.801202535629272461e-01,-2.337493151426315308e-01,4.029157385230064392e-02,-1.942937076091766357e-01,-2.152712196111679077e-01,-5.715602636337280273e-02,3.090612888336181641e-01,-1.991872936487197876e-01,-8.439880609512329102e-02,-1.565754711627960205e-01,-2.760063111782073975e-01,-2.508417665958404541e-01,1.075563654303550720e-01,-2.024070769548416138e-01,1.414051353931427002e-01,5.524744465947151184e-02,1.676111817359924316e-01,-4.567004740238189697e-02,3.568219393491744995e-02,-3.603884279727935791e-01,-7.745074480772018433e-02,2.360083349049091339e-02,-2.222974300384521484e-01,-1.044441461563110352e-01
-4.238731786608695984e-02,-1.234179139137268066e-01,-2.106501311063766479e-01,-2.477343231439590454e-01,-1.289185434579849243e-01,-4.643465206027030945e-02,-3.073562309145927429e-02,-1.015941500663757324e-01,-2.940734326839447021e-01,-3.260572552680969238e-01,-2.100110054016113281e-02,-2.356994003057479858e-01,-2.013701498508453369e-01,3.316209092736244202e-02,2.677811980247497559e-01,-1.763024926185607910e-01,-2.534372806549072266e-01,-1.698664277791976929e-01,-2.352175414562225342e-01,-8.950501680374145508e-02,-1.216457560658454895e-01,-3.276105523109436035e-01,1.555776149034500122e-01,-1.422221511602401733e-01,1.497241407632827759e-01,2.653144486248493195e-02,-6.398174166679382324e-02,-1.619502902030944824e-01,-9.201184660196304321e-02,9.689672291278839111e-02,-2.222578823566436768e-01,-1.013840511441230774e-01
